First Name,Last Name,Business Name,Street Address,City,State,Zip Code,Scraped Info,Purchase Item,Purchase Date,Purchase Quantity,Client Type,Customer Profile,"Date, First Purchase - Last Purchase",Customer Summary,Model of Communication,Frequency,Outcome
Michael,Howard,Clark-Allen,7656 Dickson Islands Apt. 136,Laurenfort,Idaho,35260,Hotel despite soldier team debate anything different daughter up.,Listing,16-02-2025,83,Occasional,"Horticulturist, amenity, with interest in property management","2024-04-27, 2022-12-09 - 2025-02-16","Horticulturist, amenity, with interest in property management. Engaged via Followed Up, Occasional frequency. Outcome: Scheduled Appointment. Purchased: 83 units of Listing on 2024-04-27.",Followed Up,Occasional,Scheduled Appointment
Jennifer,White,Koch PLC,5590 Penny Shores Apt. 742,New Daniel,Minnesota,66034,Soon yard information tough clear effort.,Maintenance Plan,22-03-2025,42,Occasional,"Herpetologist, with interest in property management","2025-02-27, 2023-01-01 - 2025-03-22","Herpetologist, with interest in property management. Engaged via Called, Occasional frequency. Outcome: Not Interested. Purchased: 42 units of Maintenance Plan on 2025-02-27.",Called,Occasional,Not Interested
Kyle,Smith,Brown-Woods,68845 Thomas Crest Suite 915,Jenniferburgh,New Hampshire,21077,Key approach state lose energy will hand his data four least his job.,Listing,05-03-2025,85,Occasional,"Fisheries officer, with interest in property management","2025-02-17, 2023-02-14 - 2025-03-05","Fisheries officer, with interest in property management. Engaged via Emailed, Occasional frequency. Outcome: Not Interested. Purchased: 85 units of Listing on 2025-02-17.",Emailed,Occasional,Not Interested
Lisa,King,"Bruce, Charles and Carlson",134 David Island,Calebfort,Minnesota,63135,Response probably seat yeah campaign woman wide behind risk show boy call enter yard.,Rental Package,24-03-2025,44,Frequent,"Podiatrist, with interest in property management","2024-08-03, 2022-11-01 - 2025-03-24","Podiatrist, with interest in property management. Engaged via Followed Up, Frequent frequency. Outcome: Requested Info. Purchased: 44 units of Rental Package on 2024-08-03.",Followed Up,Frequent,Requested Info
Morgan,Walls,Bennett-Matthews,92849 Russell Plaza Apt. 878,Annahaven,Arkansas,35685,Total arm simple small heavy billion evidence buy particularly.,Listing,22-04-2025,84,One-time,"Investment analyst, with interest in property management","2025-04-14, 2025-04-12 - 2025-04-22","Investment analyst, with interest in property management. Engaged via Called, One-time frequency. Outcome: Scheduled Appointment. Purchased: 84 units of Listing on 2025-04-14.",Called,One-time,Scheduled Appointment
Gregory,Guerrero,"Griffin, Bautista and Buck",52976 Taylor Creek Suite 819,Lake Amber,Rhode Island,58993,Less bag number line article difficult wife economic factor.,Listing,05-07-2024,3,Occasional,"Editor, magazine features, with interest in property management","2023-12-15, 2022-11-29 - 2024-07-05","Editor, magazine features, with interest in property management. Engaged via Followed Up, Occasional frequency. Outcome: Signed Up. Purchased: 3 units of Listing on 2023-12-15.",Followed Up,Occasional,Signed Up
Adam,Thomas,Myers PLC,38512 Burton Manors,North Dustinport,Vermont,13853,Raise doctor science material base sister.,Cleaning,24-03-2025,10,Frequent,"Industrial buyer, with interest in property management","2024-08-05, 2022-06-05 - 2025-03-24","Industrial buyer, with interest in property management. Engaged via Not Answered, Frequent frequency. Outcome: Not Interested. Purchased: 10 units of Cleaning on 2024-08-05.",Not Answered,Frequent,Not Interested
Lindsay,Ellison,Flores-Vasquez,078 Marshall Passage Apt. 298,Sherriborough,Utah,95658,Two growth board ok yourself talk this provide hand hear prevent light market as.,Maintenance Plan,19-11-2024,52,One-time,"Journalist, magazine, with interest in property management","2024-08-20, 2023-06-27 - 2024-11-19","Journalist, magazine, with interest in property management. Engaged via Not Answered, One-time frequency. Outcome: Requested Info. Purchased: 52 units of Maintenance Plan on 2024-08-20.",Not Answered,One-time,Requested Info
Melissa,Combs,Perkins-Hudson,146 Timothy Pike,Ortegamouth,Delaware,9983,Third head Democrat focus apply message message PM here say value forget response.,Rental Package,27-02-2025,65,Occasional,"Therapist, music, with interest in property management","2024-11-17, 2024-06-27 - 2025-02-27","Therapist, music, with interest in property management. Engaged via Followed Up, Occasional frequency. Outcome: Pending Decision. Purchased: 65 units of Rental Package on 2024-11-17.",Followed Up,Occasional,Pending Decision
James,Berry,Calderon-Glover,241 David Overpass Apt. 211,Orozcomouth,New Mexico,38688,Budget believe choice fill agree send find create mean economic.,Inspection,30-03-2025,81,Frequent,"Designer, multimedia, with interest in property management","2024-06-02, 2023-10-03 - 2025-03-30","Designer, multimedia, with interest in property management. Engaged via Responded, Frequent frequency. Outcome: Pending Decision. Purchased: 81 units of Inspection on 2024-06-02.",Responded,Frequent,Pending Decision
Brenda,Ross,"Parker, Clark and Dixon",9077 David Well,Ingramtown,South Dakota,63011,System road to blood southern interesting.,Rental Package,07-04-2025,89,Frequent,"Physicist, medical, with interest in property management","2025-03-11, 2022-04-27 - 2025-04-07","Physicist, medical, with interest in property management. Engaged via Followed Up, Frequent frequency. Outcome: Pending Decision. Purchased: 89 units of Rental Package on 2025-03-11.",Followed Up,Frequent,Pending Decision
Adam,Miller,"Santos, Smith and Barron",83693 Martin Motorway,Lake Sandy,Rhode Island,45526,Brother city energy Congress rather still project let daughter consumer.,Cleaning,08-07-2024,45,Occasional,"Pharmacist, community, with interest in property management","2023-07-11, 2023-03-09 - 2024-07-08","Pharmacist, community, with interest in property management. Engaged via Responded, Occasional frequency. Outcome: Requested Info. Purchased: 45 units of Cleaning on 2023-07-11.",Responded,Occasional,Requested Info
Gerald,Pena,"Gomez, Cole and Nguyen",829 Edward Skyway,Douglashaven,New York,89221,Market stuff grow wait Republican voice study trouble character.,Listing,07-11-2024,66,Occasional,"Fisheries officer, with interest in property management","2023-04-30, 2023-02-16 - 2024-11-07","Fisheries officer, with interest in property management. Engaged via Responded, Occasional frequency. Outcome: Pending Decision. Purchased: 66 units of Listing on 2023-04-30.",Responded,Occasional,Pending Decision
Melissa,Mclaughlin,Mason and Sons,35150 Patricia Port Suite 843,West Richard,Virginia,30710,Student sea might either hour special him protect option.,Maintenance Plan,06-02-2025,87,Frequent,"Adult nurse, with interest in property management","2023-06-10, 2023-04-07 - 2025-02-06","Adult nurse, with interest in property management. Engaged via Meeting Set Up, Frequent frequency. Outcome: Not Interested. Purchased: 87 units of Maintenance Plan on 2023-06-10.",Meeting Set Up,Frequent,Not Interested
George,Clark,"Hogan, Barajas and Browning",154 Linda Center,Coxborough,Georgia,659,Theory region south television grow health especially actually more page which onto.,Listing,19-05-2024,54,Occasional,"Tourist information centre manager, with interest in property management","2024-03-02, 2023-01-28 - 2024-05-19","Tourist information centre manager, with interest in property management. Engaged via Followed Up, Occasional frequency. Outcome: Pending Decision. Purchased: 54 units of Listing on 2024-03-02.",Followed Up,Occasional,Pending Decision
Katherine,Goodwin,Cameron-Henry,2220 Russell Forges Apt. 291,Port Seth,Kentucky,61631,Level old nothing sign her young method use future list this.,Rental Package,17-03-2025,64,One-time,"Solicitor, Scotland, with interest in property management","2024-12-19, 2022-09-17 - 2025-03-17","Solicitor, Scotland, with interest in property management. Engaged via Not Answered, One-time frequency. Outcome: Pending Decision. Purchased: 64 units of Rental Package on 2024-12-19.",Not Answered,One-time,Pending Decision
Jennifer,Poole,Hampton-Carter,81801 Lisa Hollow,Camachomouth,Wisconsin,61189,Set manage player year choice degree form everything environmental experience.,Rental Package,29-10-2023,65,Occasional,"Engineer, automotive, with interest in property management","2023-08-14, 2023-04-27 - 2023-10-29","Engineer, automotive, with interest in property management. Engaged via Meeting Set Up, Occasional frequency. Outcome: Signed Up. Purchased: 65 units of Rental Package on 2023-08-14.",Meeting Set Up,Occasional,Signed Up
Jessica,Hanson,George-Cooper,268 Page Lodge,Aliciahaven,Colorado,63959,Heavy how drug dog just tough garden alone want try.,Cleaning,14-10-2024,19,One-time,"Forensic psychologist, with interest in property management","2024-02-27, 2022-10-25 - 2024-10-14","Forensic psychologist, with interest in property management. Engaged via Not Answered, One-time frequency. Outcome: Signed Up. Purchased: 19 units of Cleaning on 2024-02-27.",Not Answered,One-time,Signed Up
John,Day,Reed-Strong,7809 Teresa Pass Apt. 386,Harveymouth,Montana,12510,Likely more wonder win study real.,Cleaning,05-11-2023,35,Frequent,"Engineer, maintenance, with interest in property management","2023-06-05, 2022-08-03 - 2023-11-05","Engineer, maintenance, with interest in property management. Engaged via Called, Frequent frequency. Outcome: Not Interested. Purchased: 35 units of Cleaning on 2023-06-05.",Called,Frequent,Not Interested
Jordan,Deleon,Ford-Vang,572 Danielle Skyway,Port Danielborough,Ohio,66068,Action man key far space smile system school less bed.,Rental Package,05-01-2025,82,Frequent,"Occupational therapist, with interest in property management","2024-12-10, 2024-03-04 - 2025-01-05","Occupational therapist, with interest in property management. Engaged via Called, Frequent frequency. Outcome: Pending Decision. Purchased: 82 units of Rental Package on 2024-12-10.",Called,Frequent,Pending Decision
David,Wilson,Hamilton PLC,28859 Amanda Skyway Apt. 085,Joelside,Florida,22558,Miss sport strategy modern sound also world reflect.,Cleaning,07-04-2025,45,Frequent,"Maintenance engineer, with interest in property management","2025-03-16, 2024-04-11 - 2025-04-07","Maintenance engineer, with interest in property management. Engaged via Emailed, Frequent frequency. Outcome: Pending Decision. Purchased: 45 units of Cleaning on 2025-03-16.",Emailed,Frequent,Pending Decision
Dawn,Guerra,Clark LLC,1472 Watkins Way,Angelaton,Delaware,82203,Suffer attention various something sometimes site marriage will.,Cleaning,28-11-2023,32,Occasional,"Museum/gallery conservator, with interest in property management","2023-11-08, 2023-08-28 - 2023-11-28","Museum/gallery conservator, with interest in property management. Engaged via Followed Up, Occasional frequency. Outcome: Requested Info. Purchased: 32 units of Cleaning on 2023-11-08.",Followed Up,Occasional,Requested Info
Crystal,Obrien,"Holloway, Long and Thomas",2883 Parker Fort Apt. 700,New Eric,Indiana,76173,Tax financial participant so tend central white administration increase news poor agreement.,Rental Package,14-10-2024,42,One-time,"Metallurgist, with interest in property management","2024-10-01, 2024-01-01 - 2024-10-14","Metallurgist, with interest in property management. Engaged via Emailed, One-time frequency. Outcome: Pending Decision. Purchased: 42 units of Rental Package on 2024-10-01.",Emailed,One-time,Pending Decision
Gary,Pratt,Santiago Group,3235 Mark Trace,Lake Kristina,Idaho,79127,Sing newspaper move writer hundred positive fast herself form.,Cleaning,03-02-2025,82,Frequent,"Commissioning editor, with interest in property management","2024-09-17, 2022-08-02 - 2025-02-03","Commissioning editor, with interest in property management. Engaged via Called, Frequent frequency. Outcome: Scheduled Appointment. Purchased: 82 units of Cleaning on 2024-09-17.",Called,Frequent,Scheduled Appointment
Kenneth,Evans,"Torres, Nielsen and Garcia",336 Tyler Ramp Suite 145,Port Richard,Rhode Island,528,Four speech tough present she compare morning.,Cleaning,21-04-2025,49,Frequent,"Financial risk analyst, with interest in property management","2024-10-01, 2022-12-31 - 2025-04-21","Financial risk analyst, with interest in property management. Engaged via Emailed, Frequent frequency. Outcome: Pending Decision. Purchased: 49 units of Cleaning on 2024-10-01.",Emailed,Frequent,Pending Decision
Autumn,Price,Hudson LLC,37307 Jefferson Lakes Apt. 747,North Christina,Indiana,31013,Think six situation improve total only information join.,Listing,12-02-2025,29,One-time,"Writer, with interest in property management","2025-01-16, 2024-05-13 - 2025-02-12","Writer, with interest in property management. Engaged via Followed Up, One-time frequency. Outcome: Requested Info. Purchased: 29 units of Listing on 2025-01-16.",Followed Up,One-time,Requested Info
Terri,Simon,James Ltd,68891 Fitzpatrick Meadows Suite 888,Gregoryport,Mississippi,53874,On ability share identify consumer thing yard mouth author.,Maintenance Plan,03-04-2025,78,Occasional,"Associate Professor, with interest in property management","2025-03-09, 2022-06-12 - 2025-04-03","Associate Professor, with interest in property management. Engaged via Meeting Set Up, Occasional frequency. Outcome: Scheduled Appointment. Purchased: 78 units of Maintenance Plan on 2025-03-09.",Meeting Set Up,Occasional,Scheduled Appointment
Donald,Wright,"Watkins, Snyder and Morales",3811 Daniel Port Suite 750,Port Elizabeth,Rhode Island,13972,Century center way call better close yes data very response focus future.,Rental Package,22-07-2024,68,Occasional,"Product manager, with interest in property management","2023-11-18, 2023-01-11 - 2024-07-22","Product manager, with interest in property management. Engaged via Responded, Occasional frequency. Outcome: Pending Decision. Purchased: 68 units of Rental Package on 2023-11-18.",Responded,Occasional,Pending Decision
Valerie,Reynolds,"Flores, Henry and Warren",02150 Michelle Land Suite 391,East Paulview,New Hampshire,84430,Realize turn body send building certainly up call view our doctor.,Rental Package,18-06-2023,78,Occasional,"Surveyor, building, with interest in property management","2023-05-06, 2023-04-07 - 2023-06-18","Surveyor, building, with interest in property management. Engaged via Responded, Occasional frequency. Outcome: Signed Up. Purchased: 78 units of Rental Package on 2023-05-06.",Responded,Occasional,Signed Up
Kristen,Stafford,Davis LLC,275 Henson Lights Apt. 528,Weissstad,Washington,41097,Stay put task water add wind local back energy.,Inspection,11-03-2025,65,Occasional,"Radio broadcast assistant, with interest in property management","2024-11-05, 2024-03-20 - 2025-03-11","Radio broadcast assistant, with interest in property management. Engaged via Called, Occasional frequency. Outcome: Scheduled Appointment. Purchased: 65 units of Inspection on 2024-11-05.",Called,Occasional,Scheduled Appointment
Jaime,Wilson,Morgan-Farley,83686 Shane Hills,New Victoriastad,Montana,34951,Son lose job eat stage us do improve they official sense.,Maintenance Plan,16-04-2024,73,Occasional,"Geologist, engineering, with interest in property management","2024-03-07, 2023-11-07 - 2024-04-16","Geologist, engineering, with interest in property management. Engaged via Not Answered, Occasional frequency. Outcome: Pending Decision. Purchased: 73 units of Maintenance Plan on 2024-03-07.",Not Answered,Occasional,Pending Decision
John,Jones,Beltran-Johnson,59438 Natasha Village,Ramirezside,New Jersey,13343,Nature special down item maybe word exist theory board but dark we.,Maintenance Plan,14-02-2024,33,Occasional,"Amenity horticulturist, with interest in property management","2023-04-24, 2022-11-26 - 2024-02-14","Amenity horticulturist, with interest in property management. Engaged via Meeting Set Up, Occasional frequency. Outcome: Signed Up. Purchased: 33 units of Maintenance Plan on 2023-04-24.",Meeting Set Up,Occasional,Signed Up
Stephanie,Duncan,Mathews Group,24048 Jones Creek Apt. 115,Kristinland,Delaware,98879,Both economy economy whatever at agent alone argue product answer full him.,Cleaning,30-05-2024,14,Frequent,"Acupuncturist, with interest in property management","2024-05-19, 2024-04-22 - 2024-05-30","Acupuncturist, with interest in property management. Engaged via Not Answered, Frequent frequency. Outcome: Scheduled Appointment. Purchased: 14 units of Cleaning on 2024-05-19.",Not Answered,Frequent,Scheduled Appointment
Jason,Mckinney,"Lewis, Rojas and Richmond",838 Williams Light Apt. 177,West Laurafort,Illinois,81512,Whatever central western more hear yes meeting.,Maintenance Plan,23-02-2025,79,One-time,"Psychologist, prison and probation services, with interest in property management","2024-03-15, 2023-05-09 - 2025-02-23","Psychologist, prison and probation services, with interest in property management. Engaged via Meeting Set Up, One-time frequency. Outcome: Requested Info. Purchased: 79 units of Maintenance Plan on 2024-03-15.",Meeting Set Up,One-time,Requested Info
John,Brown,Lewis-Ford,0568 Cooper Prairie Suite 111,East Jerry,Kansas,86268,Central development focus already open line if bar standard recent lay.,Listing,24-01-2025,26,Frequent,"Theme park manager, with interest in property management","2023-10-07, 2022-11-16 - 2025-01-24","Theme park manager, with interest in property management. Engaged via Responded, Frequent frequency. Outcome: Scheduled Appointment. Purchased: 26 units of Listing on 2023-10-07.",Responded,Frequent,Scheduled Appointment
Lauren,Lopez,"Green, Beltran and Reese",9872 Robinson Hollow Apt. 512,Edwardsmouth,Wyoming,74840,Drop sometimes animal recently least strong prove ask occur.,Rental Package,01-06-2024,49,Frequent,"Engineer, structural, with interest in property management","2023-12-03, 2023-03-01 - 2024-06-01","Engineer, structural, with interest in property management. Engaged via Followed Up, Frequent frequency. Outcome: Pending Decision. Purchased: 49 units of Rental Package on 2023-12-03.",Followed Up,Frequent,Pending Decision
Kyle,Osborne,"Watts, Arellano and Hill",53462 Stephanie Roads,Lake Laurenfurt,California,10133,Pm if base firm team send party scene method role.,Maintenance Plan,17-08-2024,52,One-time,"Chief Financial Officer, with interest in property management","2024-06-08, 2023-01-08 - 2024-08-17","Chief Financial Officer, with interest in property management. Engaged via Called, One-time frequency. Outcome: Requested Info. Purchased: 52 units of Maintenance Plan on 2024-06-08.",Called,One-time,Requested Info
Denise,Boyd,Ayala LLC,3312 Deborah Ports,Williamsstad,New Hampshire,50802,Laugh reach coach low industry war ahead bad.,Listing,07-03-2024,15,Occasional,"Immunologist, with interest in property management","2023-11-25, 2023-09-08 - 2024-03-07","Immunologist, with interest in property management. Engaged via Emailed, Occasional frequency. Outcome: Pending Decision. Purchased: 15 units of Listing on 2023-11-25.",Emailed,Occasional,Pending Decision
Roberto,Moore,"Campbell, Johnson and Johnson",39098 Megan Spurs,Frankhaven,New Jersey,84762,Baby edge enough president thought common need there maybe year themselves role.,Inspection,12-12-2024,24,Frequent,"Intelligence analyst, with interest in property management","2024-08-15, 2023-11-30 - 2024-12-12","Intelligence analyst, with interest in property management. Engaged via Called, Frequent frequency. Outcome: Signed Up. Purchased: 24 units of Inspection on 2024-08-15.",Called,Frequent,Signed Up
Timothy,Townsend,Dunn-Blankenship,83253 Christopher Garden Apt. 320,Craigside,Tennessee,50942,Miss political usually activity former here strategy wind.,Listing,08-07-2024,77,One-time,"Food technologist, with interest in property management","2023-12-17, 2023-03-08 - 2024-07-08","Food technologist, with interest in property management. Engaged via Responded, One-time frequency. Outcome: Not Interested. Purchased: 77 units of Listing on 2023-12-17.",Responded,One-time,Not Interested
John,King,Romero-Griffith,549 Carter Shoals,Padillaport,Nevada,46492,Car yet try drug administration her reality particular other.,Cleaning,11-10-2024,84,Frequent,"Engineer, aeronautical, with interest in property management","2024-04-14, 2022-12-14 - 2024-10-11","Engineer, aeronautical, with interest in property management. Engaged via Called, Frequent frequency. Outcome: Requested Info. Purchased: 84 units of Cleaning on 2024-04-14.",Called,Frequent,Requested Info
Amber,Fisher,Smith-Edwards,2262 Tyler Walk,Davidborough,Washington,80417,Participant probably ready officer left by the pick arm interview.,Listing,24-01-2025,91,One-time,"Aeronautical engineer, with interest in property management","2024-11-12, 2022-05-18 - 2025-01-24","Aeronautical engineer, with interest in property management. Engaged via Called, One-time frequency. Outcome: Pending Decision. Purchased: 91 units of Listing on 2024-11-12.",Called,One-time,Pending Decision
Erik,Silva,Gomez PLC,624 Watkins Fall Suite 060,New Jose,South Dakota,90881,Room behind learn player here gun over Congress benefit.,Maintenance Plan,17-02-2025,55,Occasional,"Barrister's clerk, with interest in property management","2025-01-21, 2022-05-18 - 2025-02-17","Barrister's clerk, with interest in property management. Engaged via Emailed, Occasional frequency. Outcome: Signed Up. Purchased: 55 units of Maintenance Plan on 2025-01-21.",Emailed,Occasional,Signed Up
Billy,Ward,Juarez Inc,370 Rivera Drives Suite 185,Haleyport,Georgia,92914,Pm try imagine reflect air professional during best try.,Rental Package,13-09-2024,74,Frequent,"Editor, magazine features, with interest in property management","2024-01-08, 2023-03-05 - 2024-09-13","Editor, magazine features, with interest in property management. Engaged via Meeting Set Up, Frequent frequency. Outcome: Pending Decision. Purchased: 74 units of Rental Package on 2024-01-08.",Meeting Set Up,Frequent,Pending Decision
Michelle,Rodriguez,"Reynolds, Espinoza and Snow",91471 Lydia Coves,Contrerasside,West Virginia,67676,Attention hope whatever begin allow other perform change strong behind office statement.,Inspection,13-04-2025,85,Frequent,"Biochemist, clinical, with interest in property management","2025-03-29, 2022-10-24 - 2025-04-13","Biochemist, clinical, with interest in property management. Engaged via Responded, Frequent frequency. Outcome: Pending Decision. Purchased: 85 units of Inspection on 2025-03-29.",Responded,Frequent,Pending Decision
Pamela,Rose,Castillo-Cruz,409 Joyce Junctions,North Tammyside,Florida,92569,Perhaps stuff trip cut old role quality threat.,Maintenance Plan,27-12-2024,91,Occasional,"Therapist, speech and language, with interest in property management","2023-07-01, 2023-02-21 - 2024-12-27","Therapist, speech and language, with interest in property management. Engaged via Emailed, Occasional frequency. Outcome: Requested Info. Purchased: 91 units of Maintenance Plan on 2023-07-01.",Emailed,Occasional,Requested Info
Bobby,Caldwell,"Wallace, Mcgrath and Gibbs",53869 Cathy Mountains,Schultzmouth,Wyoming,24504,Weight quality full few drive worry letter financial positive.,Listing,18-03-2025,41,Frequent,"Secretary, company, with interest in property management","2025-03-01, 2023-09-30 - 2025-03-18","Secretary, company, with interest in property management. Engaged via Not Answered, Frequent frequency. Outcome: Scheduled Appointment. Purchased: 41 units of Listing on 2025-03-01.",Not Answered,Frequent,Scheduled Appointment
Tina,Gregory,"Fields, Fry and Castaneda",641 David Isle,Lake Shannonton,New Mexico,30190,Hospital we point fund in PM chair reason old south woman in.,Maintenance Plan,31-07-2024,14,Occasional,"Administrator, arts, with interest in property management","2023-11-22, 2023-03-23 - 2024-07-31","Administrator, arts, with interest in property management. Engaged via Called, Occasional frequency. Outcome: Requested Info. Purchased: 14 units of Maintenance Plan on 2023-11-22.",Called,Occasional,Requested Info
Diana,Rowe,Rodriguez Group,955 Pittman Walks Suite 838,West Stephanieburgh,Texas,25875,Station hope new sea give my be bar girl resource.,Listing,10-05-2024,30,Occasional,"Location manager, with interest in property management","2023-11-03, 2022-09-22 - 2024-05-10","Location manager, with interest in property management. Engaged via Followed Up, Occasional frequency. Outcome: Signed Up. Purchased: 30 units of Listing on 2023-11-03.",Followed Up,Occasional,Signed Up
Derrick,Pierce,White-Palmer,962 Debra Crossing Apt. 921,North Thomas,Connecticut,48796,Apply remain economic since care whom.,Listing,14-10-2024,36,Frequent,"Minerals surveyor, with interest in property management","2024-02-24, 2022-09-26 - 2024-10-14","Minerals surveyor, with interest in property management. Engaged via Not Answered, Frequent frequency. Outcome: Requested Info. Purchased: 36 units of Listing on 2024-02-24.",Not Answered,Frequent,Requested Info
Sarah,Jones,"Tyler, Clark and Klein",627 Anna Route,Michaelberg,Oregon,30702,One design white real need wrong theory.,Rental Package,12-09-2024,89,Occasional,"Airline pilot, with interest in property management","2023-06-05, 2022-08-27 - 2024-09-12","Airline pilot, with interest in property management. Engaged via Responded, Occasional frequency. Outcome: Pending Decision. Purchased: 89 units of Rental Package on 2023-06-05.",Responded,Occasional,Pending Decision
Kelly,Jones,Fisher-Mayer,0776 Jordan Inlet Apt. 250,South Stephanie,Indiana,52771,Security special marriage hit edge third bag pay walk second cover.,Cleaning,25-01-2025,53,One-time,"Personnel officer, with interest in property management","2024-12-04, 2024-08-21 - 2025-01-25","Personnel officer, with interest in property management. Engaged via Meeting Set Up, One-time frequency. Outcome: Not Interested. Purchased: 53 units of Cleaning on 2024-12-04.",Meeting Set Up,One-time,Not Interested
Jennifer,Donaldson,Leonard Group,36613 Warner River,North Amber,West Virginia,76095,Deal across ok national subject modern condition.,Maintenance Plan,07-01-2025,68,Occasional,"IT technical support officer, with interest in property management","2024-10-12, 2022-08-12 - 2025-01-07","IT technical support officer, with interest in property management. Engaged via Emailed, Occasional frequency. Outcome: Signed Up. Purchased: 68 units of Maintenance Plan on 2024-10-12.",Emailed,Occasional,Signed Up
Courtney,Rodriguez,Wyatt Inc,34979 Jesse Courts Apt. 465,Romerofort,Louisiana,21517,Deep arm compare several nearly easy civil investment idea ago.,Cleaning,08-05-2024,80,One-time,"Educational psychologist, with interest in property management","2024-05-01, 2023-08-11 - 2024-05-08","Educational psychologist, with interest in property management. Engaged via Not Answered, One-time frequency. Outcome: Requested Info. Purchased: 80 units of Cleaning on 2024-05-01.",Not Answered,One-time,Requested Info
Emily,Smith,"Matthews, Collins and Graham",8116 Vincent Key,Baileyburgh,Rhode Island,88243,Necessary trade book century kid effect challenge party.,Listing,12-12-2024,47,Frequent,"Counselling psychologist, with interest in property management","2024-08-21, 2022-12-25 - 2024-12-12","Counselling psychologist, with interest in property management. Engaged via Called, Frequent frequency. Outcome: Scheduled Appointment. Purchased: 47 units of Listing on 2024-08-21.",Called,Frequent,Scheduled Appointment
Brian,Simpson,"Gillespie, Estrada and Lopez",572 Lamb Via Suite 203,Lake Stephaniefort,Minnesota,24610,Skill turn somebody remain very while save value imagine city occur share.,Inspection,17-01-2025,61,Occasional,"Public librarian, with interest in property management","2024-10-31, 2024-07-13 - 2025-01-17","Public librarian, with interest in property management. Engaged via Meeting Set Up, Occasional frequency. Outcome: Pending Decision. Purchased: 61 units of Inspection on 2024-10-31.",Meeting Set Up,Occasional,Pending Decision
Melissa,Carter,Henderson Inc,918 Ford Point Apt. 377,Callahanport,Oregon,60448,Rate finish perhaps live nor there type poor five.,Rental Package,01-05-2024,19,Frequent,"Geologist, wellsite, with interest in property management","2023-09-30, 2023-08-31 - 2024-05-01","Geologist, wellsite, with interest in property management. Engaged via Emailed, Frequent frequency. Outcome: Not Interested. Purchased: 19 units of Rental Package on 2023-09-30.",Emailed,Frequent,Not Interested
Andre,Ingram,Kelly-Walker,711 Dale Tunnel Apt. 910,Tonihaven,Louisiana,41429,Street memory pass view trade someone culture prove ever size goal.,Maintenance Plan,27-11-2024,69,Frequent,"Pensions consultant, with interest in property management","2024-08-05, 2023-01-19 - 2024-11-27","Pensions consultant, with interest in property management. Engaged via Meeting Set Up, Frequent frequency. Outcome: Pending Decision. Purchased: 69 units of Maintenance Plan on 2024-08-05.",Meeting Set Up,Frequent,Pending Decision
Katherine,Webb,Hammond and Sons,4482 Matthew Via,Brownmouth,California,78121,Edge attention live risk available special hear peace population list.,Inspection,04-04-2024,19,Frequent,"Lexicographer, with interest in property management","2023-04-24, 2023-01-08 - 2024-04-04","Lexicographer, with interest in property management. Engaged via Responded, Frequent frequency. Outcome: Not Interested. Purchased: 19 units of Inspection on 2023-04-24.",Responded,Frequent,Not Interested
William,Thomas,"Fields, Smith and Johnson",12167 Eric Stream,Mathistown,South Carolina,50220,Exist travel ready in director add imagine.,Maintenance Plan,24-05-2024,50,Frequent,"Embryologist, clinical, with interest in property management","2023-06-04, 2022-12-27 - 2024-05-24","Embryologist, clinical, with interest in property management. Engaged via Emailed, Frequent frequency. Outcome: Requested Info. Purchased: 50 units of Maintenance Plan on 2023-06-04.",Emailed,Frequent,Requested Info
Jeffrey,Garcia,Woods LLC,30912 Orozco Square Apt. 336,South Wendy,Minnesota,8109,Law assume beyond hot or appear.,Rental Package,10-11-2024,21,Frequent,"Telecommunications researcher, with interest in property management","2024-02-28, 2023-03-27 - 2024-11-10","Telecommunications researcher, with interest in property management. Engaged via Emailed, Frequent frequency. Outcome: Signed Up. Purchased: 21 units of Rental Package on 2024-02-28.",Emailed,Frequent,Signed Up
Dominic,Fry,"Medina, Hill and Yang",251 Robinson Gardens,North Maria,New York,24912,Arrive month reduce financial pass record why practice why new.,Maintenance Plan,30-03-2025,15,One-time,"Advice worker, with interest in property management","2025-03-03, 2024-01-11 - 2025-03-30","Advice worker, with interest in property management. Engaged via Called, One-time frequency. Outcome: Signed Up. Purchased: 15 units of Maintenance Plan on 2025-03-03.",Called,One-time,Signed Up
Ashley,Evans,Bush LLC,2161 Davis Land Suite 027,South Natasha,Massachusetts,20524,Pm court order family crime pretty.,Cleaning,29-01-2024,87,One-time,"Make, with interest in property management","2023-11-16, 2022-10-05 - 2024-01-29","Make, with interest in property management. Engaged via Responded, One-time frequency. Outcome: Scheduled Appointment. Purchased: 87 units of Cleaning on 2023-11-16.",Responded,One-time,Scheduled Appointment
Shannon,Moreno,"Moore, Whitaker and Leblanc",15414 Isabella Cape Apt. 909,Davidmouth,Louisiana,21393,Matter item bill she society chair individual strong summer coach pattern.,Cleaning,12-06-2024,54,Frequent,"Surveyor, minerals, with interest in property management","2024-04-05, 2023-11-27 - 2024-06-12","Surveyor, minerals, with interest in property management. Engaged via Emailed, Frequent frequency. Outcome: Signed Up. Purchased: 54 units of Cleaning on 2024-04-05.",Emailed,Frequent,Signed Up
