First Name,Last Name,Business Name,Street Address,City,State,Zip Code,Scraped Info,Purchase Item,Purchase Date,Purchase Quantity,Client Type,Customer Profile,"Date, First Purchase - Last Purchase",Customer Summary,Model of Communication,Frequency,Outcome
Jodi,Harris,"Riggs, Taylor and Arnold",897 Dawson Court,Nataliebury,Maryland,62087,Popular only window red improve action world protect nice level seven despite.,Hawaiian,2024-11-30,2,6 times,"Sports development officer, pizza enthusiast","2024-06-29, 2024-06-18 - 2024-11-30","Sports development officer, pizza enthusiast. Contacted via Email 6 times. Outcome: No Reply. Ordered 2x Hawaiian on 2024-06-29.",Email,6,No Reply
Daniel,Boyd,Frost-Hughes,6890 Lindsay Route,Jeremyborough,Washington,44220,Base management spring us create my.,Margherita,2025-01-09,3,3 times,"Merchandiser, retail, pizza enthusiast","2024-10-06, 2023-07-07 - 2025-01-09","Merchandiser, retail, pizza enthusiast. Contacted via Email 3 times. Outcome: Requested Offer. Ordered 3x Margherita on 2024-10-06.",Email,3,Requested Offer
Joseph,Horton,French-Wells,97016 Erik Coves Suite 786,New Kathleenstad,Utah,41675,Hundred example heavy remain reach system.,Pepperoni,2024-08-15,4,6 times,"Film/video editor, pizza enthusiast","2024-08-07, 2023-12-15 - 2024-08-15","Film/video editor, pizza enthusiast. Contacted via In-Person 6 times. Outcome: Requested Offer. Ordered 4x Pepperoni on 2024-08-07.",In-Person,6,Requested Offer
Anthony,Curry,"Leach, Turner and Rush",78031 Walton Lake Suite 736,West Craig,Florida,66671,Social social his after value music network show by call improve.,Hawaiian,2024-09-23,5,8 times,"Investment banker, operational, pizza enthusiast","2024-05-29, 2024-03-20 - 2024-09-23","Investment banker, operational, pizza enthusiast. Contacted via Call 8 times. Outcome: No Reply. Ordered 5x Hawaiian on 2024-05-29.",Call,8,No Reply
James,Nguyen,Russell-Gonzales,6441 Carter Villages,East Jacqueline,Arkansas,36324,Third edge drive chair doctor heavy call wall left mean.,Meat Lovers,2024-11-08,2,6 times,"Petroleum engineer, pizza enthusiast","2024-07-28, 2023-12-04 - 2024-11-08","Petroleum engineer, pizza enthusiast. Contacted via Email 6 times. Outcome: No Reply. Ordered 2x Meat Lovers on 2024-07-28.",Email,6,No Reply
Katrina,Lopez,Cooper-Walls,315 Elliott Harbors Apt. 520,North Karenville,Minnesota,18600,Avoid opportunity others machine choose green identify.,Meat Lovers,2024-10-18,2,7 times,"Minerals surveyor, pizza enthusiast","2024-07-20, 2023-09-20 - 2024-10-18","Minerals surveyor, pizza enthusiast. Contacted via Email 7 times. Outcome: Requested Offer. Ordered 2x Meat Lovers on 2024-07-20.",Email,7,Requested Offer
Andrew,Kelley,Armstrong Group,46519 Ford Path,New Sarahport,Michigan,63998,Position without phone task take main general international break professor.,Pepperoni,2024-11-15,3,10 times,"Telecommunications researcher, pizza enthusiast","2024-10-23, 2024-07-01 - 2024-11-15","Telecommunications researcher, pizza enthusiast. Contacted via Email 10 times. Outcome: Ordered Again. Ordered 3x Pepperoni on 2024-10-23.",Email,10,Ordered Again
Lisa,Torres,Gonzalez Group,91712 Nguyen Camp Suite 910,West William,Alaska,63889,Deal attention site will positive method assume large every.,Meat Lovers,2024-12-08,4,7 times,"Engineer, chemical, pizza enthusiast","2024-07-28, 2024-03-04 - 2024-12-08","Engineer, chemical, pizza enthusiast. Contacted via Call 7 times. Outcome: No Reply. Ordered 4x Meat Lovers on 2024-07-28.",Call,7,No Reply
Shannon,Alvarez,Mcdonald-Conrad,0160 Jones Isle Suite 945,New Linda,Oregon,60576,Sure crime number as sit woman.,Cheese Burst,2025-03-13,4,2 times,"Production assistant, television, pizza enthusiast","2024-07-23, 2023-07-18 - 2025-03-13","Production assistant, television, pizza enthusiast. Contacted via Email 2 times. Outcome: Ordered Again. Ordered 4x Cheese Burst on 2024-07-23.",Email,2,Ordered Again
Emily,Moore,Gibbs-Carter,85630 Richard Lake Apt. 431,Nunezberg,Nevada,37413,Magazine usually protect size turn light lay produce room.,Margherita,2025-01-07,5,9 times,"Animal technologist, pizza enthusiast","2024-06-03, 2023-09-25 - 2025-01-07","Animal technologist, pizza enthusiast. Contacted via SMS 9 times. Outcome: Requested Offer. Ordered 5x Margherita on 2024-06-03.",SMS,9,Requested Offer
Mark,Reyes,Reyes Inc,85329 West Centers Apt. 240,East Kennethshire,Kentucky,72360,Enough buy risk establish worker how woman bed little must east until.,Meat Lovers,2025-03-17,5,8 times,"Civil engineer, consulting, pizza enthusiast","2024-11-28, 2024-07-22 - 2025-03-17","Civil engineer, consulting, pizza enthusiast. Contacted via Call 8 times. Outcome: Scheduled Pickup. Ordered 5x Meat Lovers on 2024-11-28.",Call,8,Scheduled Pickup
Nancy,Harris,Burgess-Boyd,4407 Mason Oval,Hinesview,Minnesota,13124,Order arrive former debate bad fish everything area to service religious claim.,Hawaiian,2025-01-25,1,5 times,"Automotive engineer, pizza enthusiast","2024-10-03, 2023-11-09 - 2025-01-25","Automotive engineer, pizza enthusiast. Contacted via Email 5 times. Outcome: Pending Response. Ordered 1x Hawaiian on 2024-10-03.",Email,5,Pending Response
Jonathan,Barnes,Simmons LLC,8373 Laura Lakes,Luisport,Minnesota,97627,Different also message line much when hear any its same economic mouth.,Meat Lovers,2024-09-15,5,8 times,"Petroleum engineer, pizza enthusiast","2024-08-17, 2024-01-15 - 2024-09-15","Petroleum engineer, pizza enthusiast. Contacted via SMS 8 times. Outcome: Scheduled Pickup. Ordered 5x Meat Lovers on 2024-08-17.",SMS,8,Scheduled Pickup
Dan,Howe,"Mendez, Stewart and Perez",1267 Foster Falls Suite 223,North Tiffany,New Hampshire,93703,Model hold movie approach nice heart fact sign draw us inside.,Meat Lovers,2025-04-01,2,5 times,"Architect, pizza enthusiast","2025-03-07, 2023-06-08 - 2025-04-01","Architect, pizza enthusiast. Contacted via SMS 5 times. Outcome: Ordered Again. Ordered 2x Meat Lovers on 2025-03-07.",SMS,5,Ordered Again
Kelsey,Peck,"Murphy, Calderon and Ford",381 Kristen Neck Suite 674,Lawrenceport,Georgia,60516,Training field magazine so choice business wear after guess.,Meat Lovers,2024-12-23,3,3 times,"Production assistant, radio, pizza enthusiast","2024-07-10, 2024-01-07 - 2024-12-23","Production assistant, radio, pizza enthusiast. Contacted via Call 3 times. Outcome: Ordered Again. Ordered 3x Meat Lovers on 2024-07-10.",Call,3,Ordered Again
Cheyenne,Wright,"Jordan, Taylor and Carter",56261 Ryan Glens Suite 045,Matthewhaven,Idaho,52528,Wide idea admit fund affect able listen.,Meat Lovers,2025-03-07,5,7 times,"Accommodation manager, pizza enthusiast","2025-03-05, 2023-07-03 - 2025-03-07","Accommodation manager, pizza enthusiast. Contacted via SMS 7 times. Outcome: No Reply. Ordered 5x Meat Lovers on 2025-03-05.",SMS,7,No Reply
Ryan,Hinton,White Group,963 Perry Mountains,Lake Tiffany,Nevada,74259,Two agreement meeting why tend herself cover radio fear town weight.,Hawaiian,2025-03-03,2,8 times,"Personnel officer, pizza enthusiast","2024-08-04, 2024-05-04 - 2025-03-03","Personnel officer, pizza enthusiast. Contacted via In-Person 8 times. Outcome: Ordered Again. Ordered 2x Hawaiian on 2024-08-04.",In-Person,8,Ordered Again
Joshua,Hess,Haas Inc,273 Vincent Unions Suite 755,New Johntown,Ohio,20566,Because fear exactly various different scientist least most stay send stage.,Cheese Burst,2025-04-19,3,10 times,"General practice doctor, pizza enthusiast","2025-03-07, 2025-01-25 - 2025-04-19","General practice doctor, pizza enthusiast. Contacted via SMS 10 times. Outcome: No Reply. Ordered 3x Cheese Burst on 2025-03-07.",SMS,10,No Reply
Christine,David,"Williamson, Scott and Smith",3611 Peterson Views,Port Kathryn,Wyoming,08423,Husband stand girl senior candidate begin become really discuss language really project indicate.,BBQ Chicken,2025-03-11,3,8 times,"Clinical embryologist, pizza enthusiast","2024-07-24, 2023-06-21 - 2025-03-11","Clinical embryologist, pizza enthusiast. Contacted via SMS 8 times. Outcome: No Reply. Ordered 3x BBQ Chicken on 2024-07-24.",SMS,8,No Reply
Daniel,Nelson,Hoffman-Hopkins,621 Gonzalez Stravenue Apt. 500,Maymouth,Rhode Island,62190,Positive hold sell prove vote fill.,Cheese Burst,2025-04-05,3,1 times,"Bonds trader, pizza enthusiast","2024-12-23, 2023-07-01 - 2025-04-05","Bonds trader, pizza enthusiast. Contacted via Online Chat 1 times. Outcome: Scheduled Pickup. Ordered 3x Cheese Burst on 2024-12-23.",Online Chat,1,Scheduled Pickup
Mary,Riley,Moore PLC,32520 Patel Summit,West Davidton,Missouri,73136,Lawyer television tell town future law.,Cheese Burst,2025-04-07,5,7 times,"Surveyor, commercial/residential, pizza enthusiast","2025-02-26, 2024-12-13 - 2025-04-07","Surveyor, commercial/residential, pizza enthusiast. Contacted via Email 7 times. Outcome: Requested Offer. Ordered 5x Cheese Burst on 2025-02-26.",Email,7,Requested Offer
Anthony,Johnson,King PLC,7767 Danielle Circle Apt. 933,Rileyberg,Ohio,22526,Modern level choose truth deal mention respond low least billion woman name nothing.,Hawaiian,2025-03-02,1,6 times,"Dispensing optician, pizza enthusiast","2024-10-16, 2023-05-16 - 2025-03-02","Dispensing optician, pizza enthusiast. Contacted via Email 6 times. Outcome: No Reply. Ordered 1x Hawaiian on 2024-10-16.",Email,6,No Reply
Joseph,Phillips,"Martin, Woodward and Garza",84306 Jason Run,New David,Vermont,87825,Difficult think local life main director adult give future baby act information.,BBQ Chicken,2025-01-06,2,7 times,"Theatre stage manager, pizza enthusiast","2024-05-02, 2023-07-16 - 2025-01-06","Theatre stage manager, pizza enthusiast. Contacted via Online Chat 7 times. Outcome: No Reply. Ordered 2x BBQ Chicken on 2024-05-02.",Online Chat,7,No Reply
Devin,Martinez,Tyler-Daugherty,3118 Michael Brook Apt. 016,Brianhaven,Virginia,93613,Born there agency trip pay loss.,Hawaiian,2024-11-16,2,3 times,"Energy manager, pizza enthusiast","2024-10-09, 2023-05-19 - 2024-11-16","Energy manager, pizza enthusiast. Contacted via Online Chat 3 times. Outcome: No Reply. Ordered 2x Hawaiian on 2024-10-09.",Online Chat,3,No Reply
Patrick,Hoover,Sweeney-Guerrero,92946 Hoffman Crest Suite 634,Lake Tonitown,Delaware,75605,Card do easy organization measure theory country act movie trip structure important around everyone.,BBQ Chicken,2025-03-29,4,10 times,"Medical illustrator, pizza enthusiast","2024-08-12, 2023-09-14 - 2025-03-29","Medical illustrator, pizza enthusiast. Contacted via Call 10 times. Outcome: No Reply. Ordered 4x BBQ Chicken on 2024-08-12.",Call,10,No Reply
Anna,Rivera,"Bryant, Edwards and Cooper",22166 Hines Point,Wrightton,New Mexico,93738,Plant save son two boy attention great activity learn paper avoid.,Meat Lovers,2024-12-02,4,10 times,"Bookseller, pizza enthusiast","2024-11-21, 2024-01-06 - 2024-12-02","Bookseller, pizza enthusiast. Contacted via SMS 10 times. Outcome: No Reply. Ordered 4x Meat Lovers on 2024-11-21.",SMS,10,No Reply
Dennis,Shields,Huynh-Smith,710 Ward Stravenue,Hawkinsshire,West Virginia,50250,Leader how third through financial painting Democrat catch.,Pepperoni,2025-01-27,4,3 times,"Recruitment consultant, pizza enthusiast","2025-01-26, 2024-10-02 - 2025-01-27","Recruitment consultant, pizza enthusiast. Contacted via Call 3 times. Outcome: Pending Response. Ordered 4x Pepperoni on 2025-01-26.",Call,3,Pending Response
Amanda,Marks,Parker-Adams,743 Rodney Island,North Tonya,New Mexico,06177,Board some song while support institution day short perform agreement seem.,Margherita,2025-03-19,4,1 times,"Sports development officer, pizza enthusiast","2024-07-24, 2023-07-01 - 2025-03-19","Sports development officer, pizza enthusiast. Contacted via Email 1 times. Outcome: No Reply. Ordered 4x Margherita on 2024-07-24.",Email,1,No Reply
Donald,Sanders,Sherman and Sons,10466 Chapman Center Apt. 410,South Patricia,Pennsylvania,57776,Occur six behavior whose night policy movement you election ground small view.,Margherita,2025-02-13,5,3 times,"Financial manager, pizza enthusiast","2024-06-20, 2023-11-17 - 2025-02-13","Financial manager, pizza enthusiast. Contacted via SMS 3 times. Outcome: Requested Offer. Ordered 5x Margherita on 2024-06-20.",SMS,3,Requested Offer
Connie,Johnson,Gonzales LLC,0586 Taylor Hill Suite 312,Hoganburgh,Alaska,15496,After help culture key reason according small sort road money develop for Congress.,BBQ Chicken,2024-08-14,3,1 times,"Engineer, land, pizza enthusiast","2024-08-04, 2024-06-22 - 2024-08-14","Engineer, land, pizza enthusiast. Contacted via Online Chat 1 times. Outcome: Requested Offer. Ordered 3x BBQ Chicken on 2024-08-04.",Online Chat,1,Requested Offer
Edward,Carter,"Russell, Bailey and Mcclain",91360 Myers Turnpike,Colemanton,Washington,69667,Say president into activity dark up.,BBQ Chicken,2024-08-26,2,5 times,"Actuary, pizza enthusiast","2024-06-29, 2023-12-10 - 2024-08-26","Actuary, pizza enthusiast. Contacted via Email 5 times. Outcome: Scheduled Pickup. Ordered 2x BBQ Chicken on 2024-06-29.",Email,5,Scheduled Pickup
Margaret,Romero,Wallace Inc,7873 Ward Stravenue,Marktown,Minnesota,98341,Factor skin usually common better machine religious go manager minute.,Margherita,2025-04-23,3,9 times,"Associate Professor, pizza enthusiast","2025-04-04, 2024-01-06 - 2025-04-23","Associate Professor, pizza enthusiast. Contacted via SMS 9 times. Outcome: Scheduled Pickup. Ordered 3x Margherita on 2025-04-04.",SMS,9,Scheduled Pickup
Mary,Burke,Williams Group,09674 Kevin Pike,Port Tammystad,Arkansas,56119,Month change public effect purpose run institution.,Veggie Delight,2024-10-12,4,4 times,"Restaurant manager, pizza enthusiast","2024-08-16, 2023-09-19 - 2024-10-12","Restaurant manager, pizza enthusiast. Contacted via Call 4 times. Outcome: No Reply. Ordered 4x Veggie Delight on 2024-08-16.",Call,4,No Reply
Preston,Aguilar,Reyes LLC,10015 Jeremy Cliff Suite 522,East Erica,Connecticut,06396,Know walk special give down can.,Margherita,2025-02-28,3,4 times,"Barrister, pizza enthusiast","2025-02-23, 2023-07-11 - 2025-02-28","Barrister, pizza enthusiast. Contacted via Email 4 times. Outcome: Scheduled Pickup. Ordered 3x Margherita on 2025-02-23.",Email,4,Scheduled Pickup
Kiara,Houston,Nielsen and Sons,5828 Jill Lodge,Lake Ryan,Hawaii,28171,Magazine everybody social see whom purpose move send tend price direction old myself play.,Cheese Burst,2024-11-16,1,2 times,"Exercise physiologist, pizza enthusiast","2024-09-14, 2023-05-10 - 2024-11-16","Exercise physiologist, pizza enthusiast. Contacted via Call 2 times. Outcome: No Reply. Ordered 1x Cheese Burst on 2024-09-14.",Call,2,No Reply
Edward,Wilson,Wright PLC,3458 Erin Plains Suite 386,Sarahtown,Maine,45739,Agreement decide old defense help result girl national staff.,BBQ Chicken,2025-03-10,1,5 times,"Sales executive, pizza enthusiast","2024-11-19, 2023-06-30 - 2025-03-10","Sales executive, pizza enthusiast. Contacted via Online Chat 5 times. Outcome: Pending Response. Ordered 1x BBQ Chicken on 2024-11-19.",Online Chat,5,Pending Response
Ruth,King,Jordan-Burke,6014 Stacey Tunnel,Robertsmouth,New Jersey,03742,Along enough perhaps hand daughter improve page owner my.,Meat Lovers,2025-04-20,3,2 times,"Chartered certified accountant, pizza enthusiast","2024-06-28, 2024-04-12 - 2025-04-20","Chartered certified accountant, pizza enthusiast. Contacted via Email 2 times. Outcome: Requested Offer. Ordered 3x Meat Lovers on 2024-06-28.",Email,2,Requested Offer
Megan,Ruiz,Soto-Ramirez,467 Andrew Tunnel,East Matthew,Oregon,74856,By physical kitchen heart fill treatment building mother able seek blue.,Meat Lovers,2025-04-03,5,8 times,"Advertising art director, pizza enthusiast","2025-03-13, 2024-04-21 - 2025-04-03","Advertising art director, pizza enthusiast. Contacted via In-Person 8 times. Outcome: No Reply. Ordered 5x Meat Lovers on 2025-03-13.",In-Person,8,No Reply
Chelsea,Chang,"Nguyen, Knight and Brown",5482 Hodges Shoals Suite 649,Phillipsberg,North Carolina,65263,Tough the relationship western beautiful through lead long officer situation war news interview.,Meat Lovers,2025-04-08,3,8 times,"Education administrator, pizza enthusiast","2025-04-01, 2023-05-30 - 2025-04-08","Education administrator, pizza enthusiast. Contacted via Email 8 times. Outcome: Pending Response. Ordered 3x Meat Lovers on 2025-04-01.",Email,8,Pending Response
Kimberly,Hopkins,Mathews Inc,023 Deanna Loop,Lake Paul,Arizona,11796,Participant close western which Congress your them deep away today.,Cheese Burst,2024-11-28,4,2 times,"Scientist, research (medical), pizza enthusiast","2024-11-07, 2024-01-30 - 2024-11-28","Scientist, research (medical), pizza enthusiast. Contacted via Call 2 times. Outcome: Requested Offer. Ordered 4x Cheese Burst on 2024-11-07.",Call,2,Requested Offer
Carmen,Martinez,"Serrano, Zimmerman and Lara",76690 Sheena Corner,North Keith,Minnesota,81414,Fly possible choice special present exactly stay a.,BBQ Chicken,2025-03-14,5,1 times,"Education officer, museum, pizza enthusiast","2024-07-03, 2024-01-26 - 2025-03-14","Education officer, museum, pizza enthusiast. Contacted via Online Chat 1 times. Outcome: No Reply. Ordered 5x BBQ Chicken on 2024-07-03.",Online Chat,1,No Reply
Christine,Davis,"Hammond, Perry and Trujillo",2106 Chandler Islands Suite 830,Leahville,Hawaii,93697,Page church find north show sign clearly let magazine your wrong speech.,BBQ Chicken,2024-12-26,4,9 times,"Therapist, music, pizza enthusiast","2024-11-05, 2023-11-02 - 2024-12-26","Therapist, music, pizza enthusiast. Contacted via Email 9 times. Outcome: No Reply. Ordered 4x BBQ Chicken on 2024-11-05.",Email,9,No Reply
Jose,Walsh,Cruz Inc,2559 Castillo Summit Apt. 879,East Garystad,Missouri,78144,According believe serve knowledge yard off.,Hawaiian,2025-01-08,4,4 times,"Scientist, product/process development, pizza enthusiast","2024-10-12, 2024-07-02 - 2025-01-08","Scientist, product/process development, pizza enthusiast. Contacted via SMS 4 times. Outcome: Pending Response. Ordered 4x Hawaiian on 2024-10-12.",SMS,4,Pending Response
Becky,Vasquez,Snyder and Sons,80000 Joseph Road,Josephport,California,23393,Second whether positive just away ok trip it discussion blue why.,Hawaiian,2024-11-11,2,4 times,"Research officer, political party, pizza enthusiast","2024-11-08, 2023-06-07 - 2024-11-11","Research officer, political party, pizza enthusiast. Contacted via Call 4 times. Outcome: No Reply. Ordered 2x Hawaiian on 2024-11-08.",Call,4,No Reply
James,Mathis,"Cross, Wade and Chambers",3225 Sandra Row Apt. 179,Port Mariafurt,Washington,49714,Easy say country south detail air each police.,Margherita,2024-12-08,5,4 times,"Medical laboratory scientific officer, pizza enthusiast","2024-10-08, 2024-03-01 - 2024-12-08","Medical laboratory scientific officer, pizza enthusiast. Contacted via Online Chat 4 times. Outcome: Scheduled Pickup. Ordered 5x Margherita on 2024-10-08.",Online Chat,4,Scheduled Pickup
Rachel,Jones,Wyatt-Allison,706 Beard Burgs Suite 764,Sullivanburgh,Virginia,99169,Culture forget surface reach issue develop reduce wrong source color possible.,Margherita,2025-04-19,1,4 times,"Print production planner, pizza enthusiast","2024-10-04, 2024-06-05 - 2025-04-19","Print production planner, pizza enthusiast. Contacted via In-Person 4 times. Outcome: No Reply. Ordered 1x Margherita on 2024-10-04.",In-Person,4,No Reply
Alan,Smith,"Munoz, Harris and Ball",8061 Becker Pass Suite 788,North Jameschester,Colorado,17187,Ground which prevent forget sea foreign might first environment politics.,Pepperoni,2025-02-19,1,3 times,"Designer, multimedia, pizza enthusiast","2025-01-12, 2024-02-25 - 2025-02-19","Designer, multimedia, pizza enthusiast. Contacted via Online Chat 3 times. Outcome: No Reply. Ordered 1x Pepperoni on 2025-01-12.",Online Chat,3,No Reply
Christina,Pham,Mason-Foster,46511 Bowman Radial,East Kimberly,Kansas,61306,Role scene all line develop yet study whether give floor campaign.,Meat Lovers,2024-10-16,5,3 times,"Education officer, environmental, pizza enthusiast","2024-09-27, 2024-04-22 - 2024-10-16","Education officer, environmental, pizza enthusiast. Contacted via In-Person 3 times. Outcome: Ordered Again. Ordered 5x Meat Lovers on 2024-09-27.",In-Person,3,Ordered Again
Angela,Scott,Atkins-Woods,30102 Gonzalez Mount Apt. 903,New James,Indiana,42083,Boy smile everybody book anyone budget.,BBQ Chicken,2025-02-08,3,5 times,"Advertising art director, pizza enthusiast","2025-01-27, 2023-10-23 - 2025-02-08","Advertising art director, pizza enthusiast. Contacted via Online Chat 5 times. Outcome: Requested Offer. Ordered 3x BBQ Chicken on 2025-01-27.",Online Chat,5,Requested Offer
Leslie,Johnson,"Sanchez, Combs and Alvarez",497 Hines Harbors Apt. 258,New Ashleytown,Missouri,18953,Against others article full entire ever billion especially.,Margherita,2025-02-15,1,4 times,"Textile designer, pizza enthusiast","2024-11-26, 2023-10-25 - 2025-02-15","Textile designer, pizza enthusiast. Contacted via In-Person 4 times. Outcome: Requested Offer. Ordered 1x Margherita on 2024-11-26.",In-Person,4,Requested Offer
Stephanie,Hernandez,Stein-Parker,264 Barker Dale,Bookerhaven,Vermont,28794,Technology peace garden state room recognize these old state.,Margherita,2024-12-22,5,5 times,"Theatre manager, pizza enthusiast","2024-05-07, 2023-12-13 - 2024-12-22","Theatre manager, pizza enthusiast. Contacted via Online Chat 5 times. Outcome: No Reply. Ordered 5x Margherita on 2024-05-07.",Online Chat,5,No Reply
Amber,Jackson,Olson and Sons,718 Robyn Passage Apt. 549,West Leslie,West Virginia,34875,Education pick house customer may cell individual land look point need course.,Hawaiian,2025-03-05,2,7 times,"Accountant, chartered certified, pizza enthusiast","2025-01-02, 2024-05-15 - 2025-03-05","Accountant, chartered certified, pizza enthusiast. Contacted via Call 7 times. Outcome: No Reply. Ordered 2x Hawaiian on 2025-01-02.",Call,7,No Reply
Amy,Duncan,Wilson PLC,303 Castro Vista,Kaylaview,North Carolina,19554,Front point side personal then sound good agency including.,Pepperoni,2025-01-20,3,9 times,"Music therapist, pizza enthusiast","2024-07-12, 2023-12-05 - 2025-01-20","Music therapist, pizza enthusiast. Contacted via SMS 9 times. Outcome: No Reply. Ordered 3x Pepperoni on 2024-07-12.",SMS,9,No Reply
Jennifer,Hernandez,"Holt, Smith and Melton",230 Allen Crossroad,New Mark,Virginia,15080,Everybody account laugh animal run improve affect walk.,Pepperoni,2025-03-11,5,7 times,"Sport and exercise psychologist, pizza enthusiast","2025-01-29, 2023-05-17 - 2025-03-11","Sport and exercise psychologist, pizza enthusiast. Contacted via In-Person 7 times. Outcome: Requested Offer. Ordered 5x Pepperoni on 2025-01-29.",In-Person,7,Requested Offer
Lisa,Cruz,"Dennis, Norman and Diaz",0579 Flores View Suite 308,West Lisatown,Michigan,08503,All yard born which call yes.,Cheese Burst,2024-11-24,2,7 times,"Physiological scientist, pizza enthusiast","2024-10-26, 2024-03-30 - 2024-11-24","Physiological scientist, pizza enthusiast. Contacted via Online Chat 7 times. Outcome: Scheduled Pickup. Ordered 2x Cheese Burst on 2024-10-26.",Online Chat,7,Scheduled Pickup
Kevin,Johnson,"Benton, Rivera and Graham",57736 Caleb Terrace,East Barbara,Maryland,99813,Back first reality my candidate film fly particularly.,Pepperoni,2025-04-18,4,3 times,"Chief Executive Officer, pizza enthusiast","2025-04-14, 2024-07-04 - 2025-04-18","Chief Executive Officer, pizza enthusiast. Contacted via In-Person 3 times. Outcome: Ordered Again. Ordered 4x Pepperoni on 2025-04-14.",In-Person,3,Ordered Again
Lori,Jones,"Bennett, Smith and Bennett",8400 Stephanie Turnpike Apt. 420,South Kevin,Massachusetts,80344,Relate adult improve important story effect strategy federal whatever property yes happen coach.,Margherita,2025-03-31,2,6 times,"Engineer, energy, pizza enthusiast","2025-01-16, 2024-04-24 - 2025-03-31","Engineer, energy, pizza enthusiast. Contacted via Email 6 times. Outcome: Ordered Again. Ordered 2x Margherita on 2025-01-16.",Email,6,Ordered Again
Noah,Ray,Woodward-Bryan,07742 Jeffery Groves Suite 544,Lake Lindsayton,Alaska,32497,Money give level own standard above whom stuff these eat image administration.,Hawaiian,2024-11-04,3,1 times,"Scientist, research (medical), pizza enthusiast","2024-09-30, 2023-10-07 - 2024-11-04","Scientist, research (medical), pizza enthusiast. Contacted via Online Chat 1 times. Outcome: Requested Offer. Ordered 3x Hawaiian on 2024-09-30.",Online Chat,1,Requested Offer
Billy,Smith,Torres-Tucker,497 Renee Stravenue Suite 381,Lake Daniellechester,Minnesota,44036,Very while clearly color stuff both character top how worker baby give nice.,Veggie Delight,2025-02-07,3,9 times,"Educational psychologist, pizza enthusiast","2024-08-10, 2024-01-15 - 2025-02-07","Educational psychologist, pizza enthusiast. Contacted via Online Chat 9 times. Outcome: Scheduled Pickup. Ordered 3x Veggie Delight on 2024-08-10.",Online Chat,9,Scheduled Pickup
Roger,Hernandez,Craig-Taylor,5868 Lauren Way Apt. 341,Salazarton,Rhode Island,02405,Compare method although admit finally clearly how the your.,Meat Lovers,2025-03-27,1,4 times,"Housing manager/officer, pizza enthusiast","2025-03-09, 2023-04-29 - 2025-03-27","Housing manager/officer, pizza enthusiast. Contacted via SMS 4 times. Outcome: No Reply. Ordered 1x Meat Lovers on 2025-03-09.",SMS,4,No Reply
Anthony,Sheppard,Beck-Andersen,373 Lewis Spring,West Melanietown,Alaska,67174,Entire simple kind whom stage role rock.,Meat Lovers,2025-01-04,2,1 times,"Soil scientist, pizza enthusiast","2024-09-14, 2023-07-21 - 2025-01-04","Soil scientist, pizza enthusiast. Contacted via SMS 1 times. Outcome: Scheduled Pickup. Ordered 2x Meat Lovers on 2024-09-14.",SMS,1,Scheduled Pickup
Mark,Ellis,Smith PLC,9768 Erik Mill Suite 572,Lake Brendan,Minnesota,56494,Player interview quality scene hard exactly they change question defense range gas me.,Hawaiian,2024-11-30,1,7 times,"Quarry manager, pizza enthusiast","2024-08-01, 2024-01-08 - 2024-11-30","Quarry manager, pizza enthusiast. Contacted via SMS 7 times. Outcome: Pending Response. Ordered 1x Hawaiian on 2024-08-01.",SMS,7,Pending Response
Tiffany,Hawkins,Mendoza-Johnson,790 Morris Meadow,Lake Mark,Michigan,23988,Us actually cover always claim coach level test whole chance another concern.,Margherita,2025-01-24,2,3 times,"Patent attorney, pizza enthusiast","2024-10-11, 2023-04-29 - 2025-01-24","Patent attorney, pizza enthusiast. Contacted via SMS 3 times. Outcome: Requested Offer. Ordered 2x Margherita on 2024-10-11.",SMS,3,Requested Offer
Alex,Briggs,Foster Group,76138 Brown Meadows Apt. 764,Carriemouth,Vermont,09810,Brother structure still account hospital city his attention interest.,Pepperoni,2024-12-08,4,8 times,"Oceanographer, pizza enthusiast","2024-12-08, 2023-12-27 - 2024-12-08","Oceanographer, pizza enthusiast. Contacted via Email 8 times. Outcome: Requested Offer. Ordered 4x Pepperoni on 2024-12-08.",Email,8,Requested Offer
Diane,Evans,Robinson-Green,001 Andrew Way Apt. 752,East Stephenborough,Hawaii,04211,Bar dog sit pressure suggest thus figure travel arm subject.,BBQ Chicken,2025-01-03,5,5 times,"Museum/gallery exhibitions officer, pizza enthusiast","2024-11-05, 2024-01-31 - 2025-01-03","Museum/gallery exhibitions officer, pizza enthusiast. Contacted via Call 5 times. Outcome: Scheduled Pickup. Ordered 5x BBQ Chicken on 2024-11-05.",Call,5,Scheduled Pickup
James,Beck,Jensen PLC,9218 Christopher Pike,South Vanessamouth,Missouri,22738,Into second involve institution fly want almost wall indicate.,Margherita,2025-04-10,2,10 times,"Community education officer, pizza enthusiast","2025-02-18, 2024-12-16 - 2025-04-10","Community education officer, pizza enthusiast. Contacted via In-Person 10 times. Outcome: Scheduled Pickup. Ordered 2x Margherita on 2025-02-18.",In-Person,10,Scheduled Pickup
