First Name,Last Name,Business Name,Street Address,City,State,Zip Code,Scraped Info,Purchase Item,Purchase Date,Purchase Quantity,Client Type,Customer Profile,"Date, First Purchase - Last Purchase",Customer Summary,Model of Communication,Frequency,Outcome
David,James,Carter-Mills,425 Danielle Crest,East Steven,Alabama,07317,Represent for culture face soldier perform true.,Manicure,2024-07-07,17,Frequent,"Drilling engineer, with interest in beauty salon","2023-11-18, 2023-08-10 - 2024-07-07","Drilling engineer, with interest in beauty salon. Engaged via Not Answered, Frequent frequency. Outcome: Requested Info. Purchased: 17 units of Manicure on 2023-11-18.",Not Answered,Frequent,Requested Info
Carrie,Lee,Reid PLC,916 Silva Brooks,Bowmanburgh,Massachusetts,73062,Fact test middle board audience often area fight image drug.,Manicure,2025-02-02,41,Occasional,"Ecologist, with interest in beauty salon","2024-07-12, 2023-08-16 - 2025-02-02","Ecologist, with interest in beauty salon. Engaged via Followed Up, Occasional frequency. Outcome: Not Interested. Purchased: 41 units of Manicure on 2024-07-12.",Followed Up,Occasional,Not Interested
Nicholas,Kennedy,Garcia-Martin,1486 Harris Via,East Cory,South Carolina,00635,None account whether threat stay anything class imagine article move subject.,Haircut,2024-09-29,32,Frequent,"Physiotherapist, with interest in beauty salon","2024-09-29, 2023-04-28 - 2024-09-29","Physiotherapist, with interest in beauty salon. Engaged via Meeting Set Up, Frequent frequency. Outcome: Scheduled Appointment. Purchased: 32 units of Haircut on 2024-09-29.",Meeting Set Up,Frequent,Scheduled Appointment
Becky,Thomas,"Wilkins, Everett and Mckenzie",89210 Thomas Trafficway,Smithburgh,New Hampshire,59987,Call pattern remember ground get just pay quickly hand discuss with store.,Haircut,2024-04-25,75,Frequent,"Armed forces technical officer, with interest in beauty salon","2023-11-15, 2023-10-23 - 2024-04-25","Armed forces technical officer, with interest in beauty salon. Engaged via Emailed, Frequent frequency. Outcome: Scheduled Appointment. Purchased: 75 units of Haircut on 2023-11-15.",Emailed,Frequent,Scheduled Appointment
Ashley,Johnson,Smith LLC,93409 Scott Rest,New Rachelburgh,Arizona,29903,State sing five police wait painting Mrs leave usually attorney eat college.,Manicure,2025-04-18,6,Frequent,"Scientist, biomedical, with interest in beauty salon","2024-12-27, 2023-07-04 - 2025-04-18","Scientist, biomedical, with interest in beauty salon. Engaged via Responded, Frequent frequency. Outcome: Not Interested. Purchased: 6 units of Manicure on 2024-12-27.",Responded,Frequent,Not Interested
Wendy,Estes,"Jones, Gibson and Ellis",13698 Allen Lake,Williamberg,Rhode Island,44675,Because five left might decade their still.,Manicure,2024-05-06,5,Occasional,"Race relations officer, with interest in beauty salon","2024-02-19, 2022-05-01 - 2024-05-06","Race relations officer, with interest in beauty salon. Engaged via Meeting Set Up, Occasional frequency. Outcome: Signed Up. Purchased: 5 units of Manicure on 2024-02-19.",Meeting Set Up,Occasional,Signed Up
Jennifer,Spencer,"Simmons, Little and Guzman",16452 Joseph Radial Suite 251,New Jeremyside,New Mexico,98083,Though dog toward sure marriage far oil break.,Manicure,2025-02-28,100,Occasional,"Graphic designer, with interest in beauty salon","2024-10-15, 2024-06-23 - 2025-02-28","Graphic designer, with interest in beauty salon. Engaged via Meeting Set Up, Occasional frequency. Outcome: Not Interested. Purchased: 100 units of Manicure on 2024-10-15.",Meeting Set Up,Occasional,Not Interested
Kevin,Rodriguez,Mack-Summers,054 Yang Port Suite 174,New Catherineview,Massachusetts,83536,Hear assume window south central entire.,Haircut,2023-10-23,56,One-time,"Librarian, academic, with interest in beauty salon","2023-07-06, 2023-01-09 - 2023-10-23","Librarian, academic, with interest in beauty salon. Engaged via Followed Up, One-time frequency. Outcome: Requested Info. Purchased: 56 units of Haircut on 2023-07-06.",Followed Up,One-time,Requested Info
Michael,Cain,"Adams, Lee and Mahoney",1887 Miller Bypass,Elizabethfort,South Dakota,75281,Television blue wind section form just crime.,Manicure,2024-09-04,30,One-time,"Doctor, general practice, with interest in beauty salon","2024-05-10, 2023-01-25 - 2024-09-04","Doctor, general practice, with interest in beauty salon. Engaged via Called, One-time frequency. Outcome: Requested Info. Purchased: 30 units of Manicure on 2024-05-10.",Called,One-time,Requested Info
Pamela,Chavez,Steele-Wallace,28590 James Drive,Fosterfurt,Indiana,46342,Protect magazine they response spend require forward adult new phone picture.,Haircut,2025-04-10,75,Occasional,"Artist, with interest in beauty salon","2025-04-09, 2024-12-25 - 2025-04-10","Artist, with interest in beauty salon. Engaged via Followed Up, Occasional frequency. Outcome: Signed Up. Purchased: 75 units of Haircut on 2025-04-09.",Followed Up,Occasional,Signed Up
Debra,Murphy,Cole and Sons,5104 Woods Shore Apt. 617,Lake Anna,North Dakota,39641,Box boy garden upon research end prevent.,Facial,2025-01-08,6,One-time,"Electronics engineer, with interest in beauty salon","2024-06-28, 2023-10-09 - 2025-01-08","Electronics engineer, with interest in beauty salon. Engaged via Emailed, One-time frequency. Outcome: Not Interested. Purchased: 6 units of Facial on 2024-06-28.",Emailed,One-time,Not Interested
Shelia,Singh,Keith Inc,260 Soto Dam Apt. 207,Gonzalezland,Utah,90092,Offer exactly check hand environment image.,Manicure,2023-10-09,72,One-time,"Sales executive, with interest in beauty salon","2023-09-13, 2022-06-06 - 2023-10-09","Sales executive, with interest in beauty salon. Engaged via Emailed, One-time frequency. Outcome: Scheduled Appointment. Purchased: 72 units of Manicure on 2023-09-13.",Emailed,One-time,Scheduled Appointment
Katie,Phillips,"Harper, Ortega and Neal",5579 Johnson Ports Suite 813,Karenview,Delaware,02567,Number campaign major behavior different company force.,Hair Coloring,2024-11-15,74,One-time,"Herbalist, with interest in beauty salon","2023-10-01, 2023-06-22 - 2024-11-15","Herbalist, with interest in beauty salon. Engaged via Meeting Set Up, One-time frequency. Outcome: Requested Info. Purchased: 74 units of Hair Coloring on 2023-10-01.",Meeting Set Up,One-time,Requested Info
Ashley,Lopez,Anderson PLC,209 Brianna Alley Suite 619,New Julie,Wisconsin,57987,Nice chair control follow prepare clear your sing rest.,Haircut,2024-07-14,52,Occasional,"Engineer, chemical, with interest in beauty salon","2024-06-17, 2022-11-29 - 2024-07-14","Engineer, chemical, with interest in beauty salon. Engaged via Followed Up, Occasional frequency. Outcome: Not Interested. Purchased: 52 units of Haircut on 2024-06-17.",Followed Up,Occasional,Not Interested
Richard,Greer,Burton-Harper,651 Lloyd Key,Port Emily,Missouri,30144,Imagine few trial rule pay name identify sound heavy the sort.,Manicure,2025-02-08,76,Frequent,"Civil Service administrator, with interest in beauty salon","2025-02-04, 2022-05-22 - 2025-02-08","Civil Service administrator, with interest in beauty salon. Engaged via Followed Up, Frequent frequency. Outcome: Pending Decision. Purchased: 76 units of Manicure on 2025-02-04.",Followed Up,Frequent,Pending Decision
Steven,Trujillo,"Soto, Vaughan and Logan",4829 Moore Cape Apt. 622,Jimtown,Michigan,11986,Scene cut whose pressure happen network long society speech.,Hair Coloring,2024-09-15,77,One-time,"Special effects artist, with interest in beauty salon","2024-01-25, 2022-10-27 - 2024-09-15","Special effects artist, with interest in beauty salon. Engaged via Not Answered, One-time frequency. Outcome: Not Interested. Purchased: 77 units of Hair Coloring on 2024-01-25.",Not Answered,One-time,Not Interested
Valerie,Lowe,Marshall Group,98626 Juan Motorway Apt. 700,Courtneyberg,Kentucky,38522,Court call sell red fear simple partner know six sound heart majority.,Haircut,2024-11-09,55,Occasional,"Presenter, broadcasting, with interest in beauty salon","2024-04-03, 2022-10-08 - 2024-11-09","Presenter, broadcasting, with interest in beauty salon. Engaged via Followed Up, Occasional frequency. Outcome: Scheduled Appointment. Purchased: 55 units of Haircut on 2024-04-03.",Followed Up,Occasional,Scheduled Appointment
Laura,Sanders,Moore-Henry,8597 Sullivan Orchard,Port Cameron,Pennsylvania,28805,Bed serious all lead these safe she culture focus tell operation effort each.,Manicure,2025-01-19,94,One-time,"Housing manager/officer, with interest in beauty salon","2024-03-29, 2022-05-02 - 2025-01-19","Housing manager/officer, with interest in beauty salon. Engaged via Followed Up, One-time frequency. Outcome: Not Interested. Purchased: 94 units of Manicure on 2024-03-29.",Followed Up,One-time,Not Interested
Steven,Sherman,Nelson Ltd,945 White Mews Suite 254,Andrewport,Michigan,92187,In if actually particularly explain even growth both officer white.,Haircut,2024-10-18,31,One-time,"Aeronautical engineer, with interest in beauty salon","2023-08-26, 2022-08-17 - 2024-10-18","Aeronautical engineer, with interest in beauty salon. Engaged via Followed Up, One-time frequency. Outcome: Signed Up. Purchased: 31 units of Haircut on 2023-08-26.",Followed Up,One-time,Signed Up
Becky,Stone,Espinoza Inc,93366 Reynolds Rapid Apt. 979,West Brittanychester,Illinois,68909,Central common front western prevent before.,Manicure,2024-12-14,83,Frequent,"Broadcast engineer, with interest in beauty salon","2024-09-16, 2022-08-22 - 2024-12-14","Broadcast engineer, with interest in beauty salon. Engaged via Meeting Set Up, Frequent frequency. Outcome: Requested Info. Purchased: 83 units of Manicure on 2024-09-16.",Meeting Set Up,Frequent,Requested Info
Philip,Hicks,"Williams, Ballard and Hale",41467 Jackson Vista,Brendahaven,Oklahoma,74831,Next avoid first beyond each house white power.,Facial,2023-08-11,42,One-time,"Patent attorney, with interest in beauty salon","2023-06-06, 2023-04-22 - 2023-08-11","Patent attorney, with interest in beauty salon. Engaged via Not Answered, One-time frequency. Outcome: Not Interested. Purchased: 42 units of Facial on 2023-06-06.",Not Answered,One-time,Not Interested
Robin,Gregory,Jones Group,79402 Austin Junction Apt. 151,Port Raymond,Wisconsin,86958,Every reveal of agreement happen speak book difference with idea media.,Hair Coloring,2024-10-08,64,One-time,"Clinical cytogeneticist, with interest in beauty salon","2024-03-16, 2023-01-02 - 2024-10-08","Clinical cytogeneticist, with interest in beauty salon. Engaged via Called, One-time frequency. Outcome: Pending Decision. Purchased: 64 units of Hair Coloring on 2024-03-16.",Called,One-time,Pending Decision
Nicholas,Marquez,"Barber, Reilly and Wilkinson",399 Kari Hill Apt. 901,New Kaitlyn,Pennsylvania,77447,Will ground agency decide despite support expect and.,Haircut,2024-07-05,62,One-time,"Chemical engineer, with interest in beauty salon","2023-07-23, 2022-09-21 - 2024-07-05","Chemical engineer, with interest in beauty salon. Engaged via Meeting Set Up, One-time frequency. Outcome: Signed Up. Purchased: 62 units of Haircut on 2023-07-23.",Meeting Set Up,One-time,Signed Up
Matthew,Miller,Cobb Ltd,785 Amber Forks,Jenniferside,South Carolina,52289,Simply there white citizen store either.,Facial,2023-10-09,98,Frequent,"Theatre manager, with interest in beauty salon","2023-07-06, 2023-02-08 - 2023-10-09","Theatre manager, with interest in beauty salon. Engaged via Not Answered, Frequent frequency. Outcome: Signed Up. Purchased: 98 units of Facial on 2023-07-06.",Not Answered,Frequent,Signed Up
Adrian,Rodriguez,Williams LLC,6030 John Mountains Suite 321,New Ricardoside,New Jersey,49109,Recognize produce this day attorney try out kind road upon fire consumer heavy.,Hair Coloring,2024-09-26,27,Frequent,"Psychiatrist, with interest in beauty salon","2023-12-07, 2023-03-07 - 2024-09-26","Psychiatrist, with interest in beauty salon. Engaged via Not Answered, Frequent frequency. Outcome: Scheduled Appointment. Purchased: 27 units of Hair Coloring on 2023-12-07.",Not Answered,Frequent,Scheduled Appointment
Sandra,Gonzalez,Taylor Ltd,338 Torres Meadow Suite 416,Herrerafurt,Connecticut,43881,Direction treat challenge only town over stage successful Congress all feeling.,Hair Coloring,2024-08-31,51,Frequent,"Financial planner, with interest in beauty salon","2023-10-18, 2023-03-11 - 2024-08-31","Financial planner, with interest in beauty salon. Engaged via Meeting Set Up, Frequent frequency. Outcome: Not Interested. Purchased: 51 units of Hair Coloring on 2023-10-18.",Meeting Set Up,Frequent,Not Interested
Kevin,Norton,Ellis LLC,50098 Hall Island Suite 801,Mcintyreton,Wisconsin,64638,Somebody high spring however business wrong nearly need compare water.,Facial,2024-04-09,39,One-time,"Senior tax professional/tax inspector, with interest in beauty salon","2024-02-02, 2023-10-31 - 2024-04-09","Senior tax professional/tax inspector, with interest in beauty salon. Engaged via Responded, One-time frequency. Outcome: Scheduled Appointment. Purchased: 39 units of Facial on 2024-02-02.",Responded,One-time,Scheduled Appointment
Ashley,Hale,Lang Ltd,909 Wright Route Suite 562,Charlesmouth,Tennessee,24348,Million call unit price discover office all statement itself charge.,Facial,2025-04-08,36,Frequent,"Private music teacher, with interest in beauty salon","2023-04-26, 2022-07-08 - 2025-04-08","Private music teacher, with interest in beauty salon. Engaged via Emailed, Frequent frequency. Outcome: Not Interested. Purchased: 36 units of Facial on 2023-04-26.",Emailed,Frequent,Not Interested
Amanda,Wallace,Henderson Group,037 Crystal Hollow,New Mariaton,Idaho,09701,See us agreement agreement whom to standard our current senior plan environment travel.,Manicure,2025-04-05,77,One-time,"Pharmacist, community, with interest in beauty salon","2023-08-29, 2023-05-04 - 2025-04-05","Pharmacist, community, with interest in beauty salon. Engaged via Followed Up, One-time frequency. Outcome: Pending Decision. Purchased: 77 units of Manicure on 2023-08-29.",Followed Up,One-time,Pending Decision
Matthew,Smith,Graham and Sons,8277 Brian Key,Lake Josebury,New Mexico,87924,Garden occur national ask just whatever girl summer through laugh clearly town.,Manicure,2025-02-23,33,One-time,"Exercise physiologist, with interest in beauty salon","2023-08-18, 2022-09-03 - 2025-02-23","Exercise physiologist, with interest in beauty salon. Engaged via Meeting Set Up, One-time frequency. Outcome: Scheduled Appointment. Purchased: 33 units of Manicure on 2023-08-18.",Meeting Set Up,One-time,Scheduled Appointment
Jessica,Gomez,Roberts PLC,3179 Rice Point Apt. 204,Robertton,Massachusetts,31301,Radio brother past nor bed prevent.,Haircut,2024-10-23,81,One-time,"Scientist, audiological, with interest in beauty salon","2023-09-17, 2022-04-29 - 2024-10-23","Scientist, audiological, with interest in beauty salon. Engaged via Meeting Set Up, One-time frequency. Outcome: Requested Info. Purchased: 81 units of Haircut on 2023-09-17.",Meeting Set Up,One-time,Requested Info
Tonya,Munoz,Clark-Perry,4050 Thornton Isle Apt. 853,South Julie,Montana,87415,Left factor price pretty direction fact hear top.,Manicure,2023-07-29,37,Occasional,"Health physicist, with interest in beauty salon","2023-07-22, 2023-07-18 - 2023-07-29","Health physicist, with interest in beauty salon. Engaged via Followed Up, Occasional frequency. Outcome: Scheduled Appointment. Purchased: 37 units of Manicure on 2023-07-22.",Followed Up,Occasional,Scheduled Appointment
Mitchell,Ramsey,Martinez-Colon,906 Rachel Islands Suite 193,Julieburgh,Mississippi,81369,Suggest what federal be of drive network safe bed.,Hair Coloring,2025-01-03,60,Frequent,"Logistics and distribution manager, with interest in beauty salon","2024-11-11, 2023-10-06 - 2025-01-03","Logistics and distribution manager, with interest in beauty salon. Engaged via Responded, Frequent frequency. Outcome: Not Interested. Purchased: 60 units of Hair Coloring on 2024-11-11.",Responded,Frequent,Not Interested
Ryan,Valdez,"Stone, Stephenson and Oneal",86103 Long Well Suite 667,Salazarbury,Connecticut,13618,Speech high scene culture about outside six raise game receive number reach hand.,Manicure,2023-11-10,34,Occasional,"Engineer, automotive, with interest in beauty salon","2023-10-20, 2023-07-01 - 2023-11-10","Engineer, automotive, with interest in beauty salon. Engaged via Meeting Set Up, Occasional frequency. Outcome: Scheduled Appointment. Purchased: 34 units of Manicure on 2023-10-20.",Meeting Set Up,Occasional,Scheduled Appointment
Ryan,Gilbert,"Larsen, Henry and Reyes",9209 Mendoza Land Suite 423,Port Aaron,North Dakota,29143,Key public into manage push suddenly more lose black.,Haircut,2025-04-21,66,Occasional,"Legal secretary, with interest in beauty salon","2025-03-31, 2024-01-30 - 2025-04-21","Legal secretary, with interest in beauty salon. Engaged via Responded, Occasional frequency. Outcome: Not Interested. Purchased: 66 units of Haircut on 2025-03-31.",Responded,Occasional,Not Interested
Paula,Diaz,Stewart and Sons,0395 Burns Crossing Suite 409,East Suzanne,Delaware,45104,Seven agree impact customer attack technology grow well.,Manicure,2024-09-27,40,One-time,"IT technical support officer, with interest in beauty salon","2023-09-20, 2023-05-08 - 2024-09-27","IT technical support officer, with interest in beauty salon. Engaged via Not Answered, One-time frequency. Outcome: Scheduled Appointment. Purchased: 40 units of Manicure on 2023-09-20.",Not Answered,One-time,Scheduled Appointment
Alex,Jones,Brooks Ltd,628 Melissa Isle Suite 022,Oconnormouth,Delaware,74540,Light food experience country television word child add picture.,Hair Coloring,2024-09-09,22,Occasional,"Broadcast presenter, with interest in beauty salon","2024-06-13, 2023-08-20 - 2024-09-09","Broadcast presenter, with interest in beauty salon. Engaged via Meeting Set Up, Occasional frequency. Outcome: Signed Up. Purchased: 22 units of Hair Coloring on 2024-06-13.",Meeting Set Up,Occasional,Signed Up
Veronica,Love,Kelley-Hall,50184 Rodriguez Cliff,East Jon,Pennsylvania,75485,Prevent build figure third quickly notice question news particular fish.,Facial,2025-03-24,87,Frequent,"Systems analyst, with interest in beauty salon","2025-02-05, 2022-12-14 - 2025-03-24","Systems analyst, with interest in beauty salon. Engaged via Called, Frequent frequency. Outcome: Scheduled Appointment. Purchased: 87 units of Facial on 2025-02-05.",Called,Frequent,Scheduled Appointment
Angel,Hopkins,"Anderson, Patrick and Mcclain",2242 Williams Track Suite 971,South Jonathanstad,Maryland,82661,College scene decision than size more treat view cell save reveal process.,Haircut,2025-04-06,56,Frequent,"Hydrogeologist, with interest in beauty salon","2025-01-18, 2023-04-17 - 2025-04-06","Hydrogeologist, with interest in beauty salon. Engaged via Responded, Frequent frequency. Outcome: Requested Info. Purchased: 56 units of Haircut on 2025-01-18.",Responded,Frequent,Requested Info
Ian,Smith,"Knapp, Stephens and Le",811 Colleen Track,Port Melissa,Nevada,89952,Resource threat story might cultural form already mean cover.,Manicure,2024-12-10,89,Frequent,"Environmental manager, with interest in beauty salon","2024-11-15, 2024-04-12 - 2024-12-10","Environmental manager, with interest in beauty salon. Engaged via Followed Up, Frequent frequency. Outcome: Not Interested. Purchased: 89 units of Manicure on 2024-11-15.",Followed Up,Frequent,Not Interested
Steven,Lindsey,Vasquez Group,049 Rodgers Extensions,Andrewtown,Kentucky,33345,Smile any stay page difficult candidate realize among.,Facial,2024-05-26,51,One-time,"Psychologist, counselling, with interest in beauty salon","2024-01-05, 2023-01-12 - 2024-05-26","Psychologist, counselling, with interest in beauty salon. Engaged via Meeting Set Up, One-time frequency. Outcome: Pending Decision. Purchased: 51 units of Facial on 2024-01-05.",Meeting Set Up,One-time,Pending Decision
Jason,Murphy,Gallegos PLC,59332 Michael Springs Apt. 351,Port Joshuaburgh,Oklahoma,79336,Doctor fill person actually late they same cover guess condition hundred.,Hair Coloring,2024-08-18,60,Occasional,"Higher education careers adviser, with interest in beauty salon","2023-09-17, 2023-08-27 - 2024-08-18","Higher education careers adviser, with interest in beauty salon. Engaged via Responded, Occasional frequency. Outcome: Scheduled Appointment. Purchased: 60 units of Hair Coloring on 2023-09-17.",Responded,Occasional,Scheduled Appointment
James,Mills,"Richmond, Neal and Lowe",5299 Joseph Gardens,North Amandabury,South Dakota,81866,Your home section article artist minute western price.,Hair Coloring,2025-03-22,38,Occasional,"Oceanographer, with interest in beauty salon","2025-01-20, 2024-03-18 - 2025-03-22","Oceanographer, with interest in beauty salon. Engaged via Followed Up, Occasional frequency. Outcome: Signed Up. Purchased: 38 units of Hair Coloring on 2025-01-20.",Followed Up,Occasional,Signed Up
Kimberly,Moore,"Conley, Bauer and Morrison",021 Vasquez Circle,New Patriciaside,Virginia,41912,Quite within science other address source organization impact dark certainly.,Haircut,2023-06-01,37,One-time,"Surveyor, quantity, with interest in beauty salon","2023-05-13, 2023-03-25 - 2023-06-01","Surveyor, quantity, with interest in beauty salon. Engaged via Emailed, One-time frequency. Outcome: Signed Up. Purchased: 37 units of Haircut on 2023-05-13.",Emailed,One-time,Signed Up
Wendy,Scott,Vargas Group,2049 Brittany Cliffs Suite 350,Fosterside,Alabama,69501,Leave window space get quality back meeting practice.,Hair Coloring,2024-07-25,69,Occasional,"Engineer, broadcasting (operations), with interest in beauty salon","2024-04-12, 2024-01-03 - 2024-07-25","Engineer, broadcasting (operations), with interest in beauty salon. Engaged via Not Answered, Occasional frequency. Outcome: Pending Decision. Purchased: 69 units of Hair Coloring on 2024-04-12.",Not Answered,Occasional,Pending Decision
Bonnie,Dunn,"Lopez, Gates and Nash",37329 Emily Meadow Apt. 756,Tinaton,Missouri,36749,Approach drive person later back accept task choice by.,Hair Coloring,2025-02-21,35,Occasional,"Therapist, art, with interest in beauty salon","2024-11-02, 2022-11-05 - 2025-02-21","Therapist, art, with interest in beauty salon. Engaged via Followed Up, Occasional frequency. Outcome: Requested Info. Purchased: 35 units of Hair Coloring on 2024-11-02.",Followed Up,Occasional,Requested Info
Abigail,Johnson,Smith LLC,46774 Gay Lodge Apt. 072,Dianeborough,Virginia,38515,Address information best administration say own other line minute than.,Facial,2024-03-24,34,Occasional,"Scientist, research (physical sciences), with interest in beauty salon","2023-11-03, 2023-07-15 - 2024-03-24","Scientist, research (physical sciences), with interest in beauty salon. Engaged via Emailed, Occasional frequency. Outcome: Not Interested. Purchased: 34 units of Facial on 2023-11-03.",Emailed,Occasional,Not Interested
Teresa,Donaldson,Massey-Foster,912 Vanessa Alley,Cynthiamouth,Delaware,03044,Early defense available score reduce sort region doctor rule still present among.,Facial,2024-04-10,100,Frequent,"Holiday representative, with interest in beauty salon","2024-03-03, 2023-04-14 - 2024-04-10","Holiday representative, with interest in beauty salon. Engaged via Not Answered, Frequent frequency. Outcome: Not Interested. Purchased: 100 units of Facial on 2024-03-03.",Not Answered,Frequent,Not Interested
Lauren,Dixon,Robbins LLC,048 Robertson Parks,Brownville,Hawaii,85903,Adult dream beautiful involve whose environmental product put.,Facial,2024-01-08,64,One-time,"Production assistant, television, with interest in beauty salon","2023-10-24, 2022-11-05 - 2024-01-08","Production assistant, television, with interest in beauty salon. Engaged via Meeting Set Up, One-time frequency. Outcome: Signed Up. Purchased: 64 units of Facial on 2023-10-24.",Meeting Set Up,One-time,Signed Up
Jose,Wilson,Lewis and Sons,61758 Johnson Turnpike Suite 250,New Rebeccaview,Indiana,13923,Situation account case travel pick management themselves nature case free century.,Facial,2024-11-15,58,Occasional,"Development worker, community, with interest in beauty salon","2024-03-11, 2023-02-12 - 2024-11-15","Development worker, community, with interest in beauty salon. Engaged via Emailed, Occasional frequency. Outcome: Signed Up. Purchased: 58 units of Facial on 2024-03-11.",Emailed,Occasional,Signed Up
Jason,Walker,"Hickman, Hunter and Chapman",0598 Butler Wall Apt. 625,Port Jeremyfort,Montana,78008,Coach energy through four specific style social us drug agreement wish.,Haircut,2025-04-02,47,Occasional,"Financial planner, with interest in beauty salon","2025-02-25, 2023-03-18 - 2025-04-02","Financial planner, with interest in beauty salon. Engaged via Responded, Occasional frequency. Outcome: Scheduled Appointment. Purchased: 47 units of Haircut on 2025-02-25.",Responded,Occasional,Scheduled Appointment
Jessica,Oliver,"Ramos, Allison and Wilson",7839 Salinas Course,Anthonyland,Tennessee,21310,Hospital responsibility may statement someone admit share.,Facial,2024-09-18,98,Occasional,"Publishing rights manager, with interest in beauty salon","2024-07-10, 2024-04-12 - 2024-09-18","Publishing rights manager, with interest in beauty salon. Engaged via Emailed, Occasional frequency. Outcome: Requested Info. Purchased: 98 units of Facial on 2024-07-10.",Emailed,Occasional,Requested Info
Arthur,Foster,Fisher-Lee,68387 Chaney Greens Apt. 966,Alexanderbury,Arkansas,75280,Cost different north wind back blue force just series dark public.,Manicure,2024-09-01,26,One-time,"Medical physicist, with interest in beauty salon","2024-06-25, 2023-11-11 - 2024-09-01","Medical physicist, with interest in beauty salon. Engaged via Called, One-time frequency. Outcome: Not Interested. Purchased: 26 units of Manicure on 2024-06-25.",Called,One-time,Not Interested
Joseph,Evans,Lowe-Holt,168 Dennis Land Apt. 235,Parksburgh,Maryland,14417,Yes various attack door it certainly capital into tax race carry fill modern.,Hair Coloring,2024-05-28,100,Occasional,"Water engineer, with interest in beauty salon","2024-03-07, 2023-04-13 - 2024-05-28","Water engineer, with interest in beauty salon. Engaged via Called, Occasional frequency. Outcome: Requested Info. Purchased: 100 units of Hair Coloring on 2024-03-07.",Called,Occasional,Requested Info
Priscilla,Coleman,"Riggs, Hansen and Martin",9381 Contreras Heights Suite 197,North Anthony,South Carolina,26800,Recent perform could focus myself forget kind past science speak.,Facial,2024-09-28,64,Frequent,"Production engineer, with interest in beauty salon","2024-06-10, 2022-07-01 - 2024-09-28","Production engineer, with interest in beauty salon. Engaged via Emailed, Frequent frequency. Outcome: Not Interested. Purchased: 64 units of Facial on 2024-06-10.",Emailed,Frequent,Not Interested
Dawn,Mcknight,Calderon and Sons,6879 Murray Knolls,South Crystal,New Hampshire,51408,Meet response guess possible administration letter coach concern start.,Haircut,2024-08-02,75,One-time,"Curator, with interest in beauty salon","2023-10-22, 2022-10-21 - 2024-08-02","Curator, with interest in beauty salon. Engaged via Not Answered, One-time frequency. Outcome: Requested Info. Purchased: 75 units of Haircut on 2023-10-22.",Not Answered,One-time,Requested Info
April,Guzman,"Ryan, Carney and Thornton",142 William Squares Suite 399,Port Cameronmouth,New Hampshire,05144,Loss behind clear those be service maintain ground simply fly maintain want break.,Manicure,2025-03-12,25,Occasional,"Research officer, government, with interest in beauty salon","2024-03-27, 2023-11-16 - 2025-03-12","Research officer, government, with interest in beauty salon. Engaged via Meeting Set Up, Occasional frequency. Outcome: Scheduled Appointment. Purchased: 25 units of Manicure on 2024-03-27.",Meeting Set Up,Occasional,Scheduled Appointment
Taylor,Blake,Evans Ltd,49681 Smith Cliff,East Kaylaside,Massachusetts,94069,Thousand parent eat best how cut by daughter.,Hair Coloring,2024-11-16,16,Frequent,"Nurse, mental health, with interest in beauty salon","2023-06-03, 2022-11-07 - 2024-11-16","Nurse, mental health, with interest in beauty salon. Engaged via Emailed, Frequent frequency. Outcome: Signed Up. Purchased: 16 units of Hair Coloring on 2023-06-03.",Emailed,Frequent,Signed Up
Justin,Sullivan,Barajas-English,5984 Adrian Course Apt. 984,Lake Jamesbury,Maine,16163,Article audience age do travel with air.,Haircut,2024-09-15,15,Occasional,"Production designer, theatre/television/film, with interest in beauty salon","2023-09-25, 2023-02-14 - 2024-09-15","Production designer, theatre/television/film, with interest in beauty salon. Engaged via Followed Up, Occasional frequency. Outcome: Pending Decision. Purchased: 15 units of Haircut on 2023-09-25.",Followed Up,Occasional,Pending Decision
Connie,Gonzalez,"Sanchez, Goodwin and Page",1621 Ashley Meadows,Port Sarahport,North Carolina,44193,Far enter bill offer night former voice.,Facial,2025-04-18,73,Frequent,"Soil scientist, with interest in beauty salon","2025-02-05, 2023-06-29 - 2025-04-18","Soil scientist, with interest in beauty salon. Engaged via Emailed, Frequent frequency. Outcome: Scheduled Appointment. Purchased: 73 units of Facial on 2025-02-05.",Emailed,Frequent,Scheduled Appointment
Kristen,Lyons,Murphy-Hamilton,6723 Velasquez Points Suite 106,South Lindseybury,Ohio,63370,Speak lose recently world grow board provide sense.,Hair Coloring,2025-01-10,72,One-time,"Office manager, with interest in beauty salon","2024-12-09, 2022-09-25 - 2025-01-10","Office manager, with interest in beauty salon. Engaged via Called, One-time frequency. Outcome: Scheduled Appointment. Purchased: 72 units of Hair Coloring on 2024-12-09.",Called,One-time,Scheduled Appointment
Charles,Murray,Rogers LLC,8567 Carlos Causeway Apt. 043,North Amy,Pennsylvania,47169,Life agree decade plan sell member imagine future avoid power according.,Hair Coloring,2024-10-07,70,Occasional,"Designer, textile, with interest in beauty salon","2024-10-01, 2022-09-17 - 2024-10-07","Designer, textile, with interest in beauty salon. Engaged via Followed Up, Occasional frequency. Outcome: Not Interested. Purchased: 70 units of Hair Coloring on 2024-10-01.",Followed Up,Occasional,Not Interested
